"ncm","class","sub"
"0904",Pimenta E Pimentão,"Pimenta do gênero Piper, pimentões (pimentos) e pimentas do gênero Capsicum ou do gênero Pimenta, secos ou triturados ou em pó."
"4004",Resíduo de borracha,"Desperdícios, resíduos e aparas, de borracha não endurecida, mesmo reduzidos a pó ou a grânulos.  "
"5309",Tecidos De Linho,Tecidos de linho.
É Acessória Da Função Principal,"",""
"8447",Teares Para Malha,"Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos."
"8414",Bombas De Gases Ou De Vácuo,"Bombas de ar ou de vácuo, compressores de ar ou de outros gases e ventiladores, coifas aspirantes (exaustores) para extração ou reciclagem, com ventilador incorporado, mesmo filtrantes, cabinas (câmaras) de segurança biológica estanques aos gases, mesmo filtrantes."
"6802",Pedras De Cantaria,"Pedras de cantaria ou de construção (exceto de ardósia) trabalhadas e obras destas pedras, exceto as da posição 68.01, cubos, pastilhas e artigos semelhantes, para mosaicos, de pedra natural (incluindo a ardósia), mesmo com suporte, grânulos, fragmentos e pós, de pedra natural (incluindo a ardósia), corados artificialmente."
"2828",Hipocloritos E Similares,"Hipocloritos, hipoclorito de cálcio comercial, cloritos, hipobromitos."
"9706",Antiguidades,Antiguidades com mais de 100 anos.
"9005",Binóculo,"Binóculos, lunetas, incluindo as astronômicas, telescópios ópticos, e suas armações, outros instrumentos de astronomia e suas armações, exceto os aparelhos de radioastronomia."
"9107",Interruptores Horários,"Interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de mecanismo de relojoaria ou com motor síncrono."
"2902",Hidrocarbonetos Cíclicos,Hidrocarbonetos cíclicos.
"6217",Outros Acessórios Vestuário,"Outros acessórios confeccionados de vestuário, partes de vestuário ou dos seus acessórios, exceto as da posição 62.12."
"8428",Outras  Máquinas De Elevação,"Outras máquinas e aparelhos de elevação, de carga, de descarga ou de movimentação (por exemplo, elevadores, escadas rolantes, transportadores, teleféricos)."
"8215",Talheres,"Colheres, garfos, conchas, escumadeiras, pás para tortas, facas especiais para peixe ou para manteiga, pinças para açúcar e artigos semelhantes."
"2519",Magnésia,"Carbonato de magnésio natural (magnesita), magnésia eletrofundida, magnésia calcinada a fundo (sinterizada), mesmo que contenha pequenas quantidades de outros óxidos adicionados antes da sinterização, outro óxido de magnésio, mesmo puro."
"6215",Gravata,"Gravatas, gravatas-borboletas (laços*) e plastrões."
"6006",Outros Tecidos Malha,Outros tecidos de malha.
"2840",Boratos E Similares,"Boratos, peroxoboratos (perboratos)."
"3104",Adubos Potássicos,"Adubos (fertilizantes) minerais ou químicos, potássicos."
"4813",Papel Para Cigarros,"Papel para cigarros, mesmo cortado nas dimensões próprias, em cadernos ou em tubos."
"5505",Desperdícios De Fibras,"Desperdícios de fibras sintéticas ou artificiais (incluindo os desperdícios da penteação, os de fios e os fiapos)."
"3305",Preparações Capilares,Preparações capilares.
"2202",Água Adicionada,"Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas da posição 20.09."
"8430",Aparelhos De Terraplenagem,"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios, bate-estacas e arranca-estacas, limpa-neves."
"9508",Atrações De Parques,"Circos ambulantes e coleções de animais ambulantes, equipamentos para parques de diversões e equipamentos para parques aquáticos, atrações de parques e feiras, incluindo as instalações de tiro ao alvo, teatros ambulantes."
"6102",Casacos,"Mantôs (Casacos compridos*), capas, anoraques, casacos (blusões*) e semelhantes, de malha, de uso feminino, exceto os artigos da posição 61.04."
"8712",Bicicleta,"Bicicletas e outros ciclos (incluindo os triciclos), sem motor."
"4107",Couro Preparado Bovino,"Couros preparados após curtimenta ou após secagem (crusting) e couros e peles apergaminhados, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, exceto os da posição 41.14."
"0802",Outra Fruta De Casca Rija,"Outra fruta de casca rija, fresca ou seca, mesmo com casca ou pelada."
"6301",Cobertor,Cobertores e mantas.
"2803",Carbono,Carbono (negros de fumo e outras formas de carbono não especificadas nem compreendidas noutras posições).
"2932",Compostos Heterocíclicos,Compostos heterocíclicos exclusivamente de heteroátomo(s) de oxigênio.
"1105",Farinha De Batata,"Farinha, sêmola, pó, flocos, grânulos e pellets, de batata."
"8513",Lanternas Elétricas Portáteis,"Lanternas elétricas portáteis concebidas para funcionar por meio de sua própria fonte de energia (por exemplo, de pilhas, de acumuladores, de magnetos), excluindo os aparelhos de iluminação da posição 85.12."
"4101",Couro Bovino,"Couros e peles em bruto de bovinos (incluindo os búfalos) ou de equídeos (frescos ou salgados, secos, tratados pela cal, piquelados ou conservados de outro modo, mas não curtidos, nem apergaminhados, nem preparados de outro modo), mesmo depilados ou divididos."
"9607",Fechos ,Fechos ecler (de correr) e suas partes.
"3904",Polímeros De Cloreto,"Polímeros de cloreto de vinila ou de outras olefinas halogenadas, em formas primárias."
"3506",Colas E Adesivos,"Colas e outros adesivos preparados, não especificados nem compreendidos noutras posições, produtos de qualquer espécie utilizados como colas ou adesivos, acondicionados para venda a retalho como colas ou adesivos, de peso líquido não superior a 1 kg."
"2810",Óxidos  Boro,"Óxidos de boro, ácidos bóricos."
"6104",Roupas,"Tailleurs (Fatos de saia-casaco*), conjuntos, blazers (casacos*), vestidos, saias, saias-calças, calças, jardineiras, bermudas e shorts (calções) (exceto de banho), de malha, de uso feminino."
"2516",Granito,"Granito, pórfiro, basalto, arenito (grés) e outras pedras de cantaria ou de construção, mesmo desbastados ou simplesmente cortados à serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular."
"5202",Desperdícios De Algodão,Desperdícios de algodão (incluindo os desperdícios de fios e os fiapos).
"8442",Máquina Para Elementos Impressão,"Máquinas, aparelhos e equipamentos (exceto as máquinas das posições 84.56 a 84.65), para preparação ou fabricação de clichês, placas, cilindros ou outros elementos de impressão, clichês, placas, cilindros e outros elementos de impressão, pedras litográficas, placas e cilindros, preparados para impressão (por exemplo, aplainados, granulados ou polidos)."
"4006",Outras  Borrachas,"Outras formas (por exemplo, varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas (anilhas)), de borracha não vulcanizada."
"7611","Reservatórios, tonéis, cubas","Reservatórios, tonéis, cubas e recipientes semelhantes para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de alumínio, de capacidade superior a 300 l, sem dispositivos mecânicos ou térmicos, mesmo com revestimento interior ou calorífugo.  "
"2102",Leveduras E Similares,"Leveduras (vivas ou mortas), outros microrganismos monocelulares mortos (exceto as vacinas da posição 30.02), pós para levedar, preparados."
"2928",Derivados Orgânicos Da Hidrazin,Derivados orgânicos da hidrazina e da hidroxilamina.
"3075",Polvos,- Polvos (Octopus spp.):
"7612",Barris E Caixas Alumínio,"Reservatórios, barris, tambores, latas, caixas e recipientes semelhantes (incluindo os recipientes tubulares, rígidos ou flexíveis) para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de alumínio, de capacidade não superior a 300 l, sem dispositivos mecânicos ou térmicos, mesmo com revestimento interior ou calorífugo."
"8708",Partes E Acessórios Dos Veículos Automóveis,Partes e acessórios dos veículos automóveis das posições 87.01 a 87.05.
"9018",Aparelhos Para Medicina,"Instrumentos e aparelhos para medicina, cirurgia, odontologia e veterinária, incluindo os aparelhos para cintilografia e outros aparelhos eletromédicos, bem como os aparelhos para testes visuais."
"8003",Alcatrões de madeira,"Alcatrões de madeira, óleos de alcatrão de madeira, creosoto de madeira, metileno, breu (pez) vegetal, breu (pez) para a indústria da cerveja e preparações semelhantes à base de colofônias, de ácidos resínicos ou de breu (pez) vegetal.  "
"3101",Fertilizantes de origem animal ou vegetal,"	Adubos (fertilizantes) de origem animal ou vegetal, mesmo misturados entre si ou tratados quimicamente, adubos (fertilizantes) resultantes da mistura ou do tratamento químico de produtos de origem animal ou vegetal.  "
"8456",Máquinas Para Eliminação De Matéria,"Máquinas-ferramentas que trabalhem por eliminação de qualquer matéria, que operem por laser ou por outro feixe de luz ou de fótons, por ultrassom, por eletroerosão, por processos eletroquímicos, por feixes de elétrons, por feixes iônicos ou por jato de plasma, máquinas de corte a jato de água."
"8404",Aparelhos Auxiliares Para Caldeiras,"Aparelhos auxiliares para caldeiras das posições 84.02 ou 84.03 (por exemplo, economizadores, superaquecedores, aparelhos de limpeza de tubos ou de recuperação de gás), condensadores para máquinas a vapor."
"4114",Couros Acamurçados,"Couros e peles acamurçados (incluindo a camurça combinada), couros e peles envernizados ou revestidos, couros e peles metalizados."
"9616",Vaporizadores De Toucador,"Vaporizadores de toucador, suas armações e cabeças de armações, borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador."
"0805",Citrinos,"Citros (citrinos), frescos ou secos."
"0103",Suínos Vivos,Animais vivos da espécie suína.
"9033",Partes de aparelhos opticos,"Partes e acessórios não especificados nem compreendidos noutras posições do presente Capítulo, para máquinas, aparelhos, instrumentos ou artigos do Capítulo 90."
"2005",Outros Hotículas Preparados,"Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06."
"4501",Cortiça Natural,"Cortiça natural, em bruto ou simplesmente preparada, desperdícios de cortiça, cortiça triturada, granulada ou pulverizada."
"3705",Chapas E Filmes Fotográficos,"Chapas e filmes, fotográficos, impressionados e revelados, exceto os filmes cinematográficos."
"8112",Berílio,"Berílio, cromo, háfnio (céltio), rênio, tálio, cádmio, germânio, vanádio, gálio, índio e nióbio (colômbio), e suas obras, incluindo os desperdícios e resíduos, e sucata."
"1511",Óleo De Palma,"Óleo de palma (dendê) e respectivas frações, mesmo refinados, mas não quimicamente modificados."
"3005",Gaze E Atadura,"Pastas (ouates), gazes, ataduras (ligaduras) e artigos análogos (por exemplo, curativos (pensos), esparadrapos, sinapismos), impregnados ou recobertos de substâncias farmacêuticas ou acondicionados para venda a retalho para usos medicinais, cirúrgicos, odontológicos ou veterinários."
"7215",Outras Barras De Ferro Ou Aço Não Ligado,Outras barras de ferro ou aço não ligado.
"5106",Fios De Lã Cardada,"Fios de lã cardada, não acondicionados para venda a retalho."
"8109",Zircôni,"Zircônio e suas obras, incluindo os desperdícios e resíduos, e sucata."
"1209",Semente Para Semeadura,"Sementes, frutos e esporos, para semeadura (sementeira)."
"6005",Tecidos Malha,"Tecidos de malha-urdidura (incluindo os fabricados em teares para galões), exceto os das posições 60.01 a 60.04."
"7410",Folhas  Cobre,"Folhas e tiras, delgadas, de cobre (mesmo impressas ou com suporte de papel, cartão, plástico ou semelhantes), de espessura não superior a 0,15 mm (excluindo o suporte)."
"3202",Produtos Tanantes,"Produtos tanantes orgânicos sintéticos, produtos tanantes inorgânicos, preparações tanantes, mesmo que contenham produtos tanantes naturais, preparações enzimáticas para a pré-curtimenta."
"2702",Linhita,"Linhitas, mesmo aglomeradas, exceto azeviche."
"4414",Molduras De Madeira ,"Molduras de madeira para quadros, fotografias, espelhos ou objetos semelhantes."
"5808",Tranças ,"Tranças em peça, artigos de passamanaria e artigos ornamentais análogos, em peça, não bordados, exceto de malha, borlas, pompons e artigos semelhantes."
"9014",Bússola,"Bússolas, incluindo as agulhas de marear, outros instrumentos e aparelhos de navegação."
"8474",Máquinas Para Tratar Minerais Sólidos,"Máquinas e aparelhos para selecionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minérios ou outras substâncias minerais sólidas (incluindo os pós e pastas), máquinas para aglomerar ou moldar combustíveis minerais sólidos, pastas cerâmicas, cimento, gesso ou outras matérias minerais em pó ou em pasta, máquinas para fazer moldes de areia para fundição."
